Date,Time,Transaction,Item
5/11/2016,14:03:14,617,Brownie
5/11/2016,14:03:14,617,Cake
5/11/2016,14:03:14,617,Tea
5/11/2016,14:08:03,618,Mighty Protein
5/11/2016,14:08:03,618,Coffee
5/11/2016,14:12:41,620,Coffee
5/11/2016,14:12:41,620,Tea
5/11/2016,14:12:41,620,Brownie
5/11/2016,14:12:41,620,Soup
5/11/2016,14:14:11,621,Cake
5/11/2016,14:32:52,622,Hot chocolate
5/11/2016,14:32:52,622,Coffee
5/11/2016,14:32:52,622,Cake
5/11/2016,14:48:55,623,Hearty & Seasonal
5/11/2016,14:48:55,623,Coffee
5/11/2016,14:49:57,624,Coffee
5/11/2016,15:14:47,625,Frittata
5/11/2016,15:14:47,625,Coffee
5/11/2016,15:14:47,625,Brownie
5/11/2016,15:17:20,626,Sandwich
5/11/2016,15:17:20,626,Frittata
5/11/2016,15:17:20,626,Coke
5/11/2016,15:17:20,626,Mineral water
5/11/2016,15:17:20,626,Brownie
5/11/2016,15:18:59,627,Granola
5/11/2016,15:18:59,627,Scandinavian
5/11/2016,15:21:16,628,Coffee
5/11/2016,15:21:16,628,Coke
5/11/2016,15:21:16,628,Coffee
5/11/2016,15:24:18,629,Tea
5/11/2016,15:24:18,629,Tea
5/11/2016,15:24:18,629,Brownie
5/11/2016,15:24:18,629,Cake
5/11/2016,15:36:57,630,Fudge
5/11/2016,15:40:12,631,Coffee
5/11/2016,15:43:51,632,Brownie
5/11/2016,15:45:29,633,Cake
5/11/2016,15:46:54,634,Tea
5/11/2016,15:53:52,635,Coffee
5/11/2016,15:53:52,635,Coffee
5/11/2016,15:53:52,635,Coffee
5/11/2016,15:53:52,635,Soup
5/11/2016,15:53:52,635,Sandwich
5/11/2016,15:53:52,635,Cake
5/11/2016,15:56:06,636,Coffee
5/11/2016,15:56:06,636,Bread
5/11/2016,15:56:06,636,Brownie
5/11/2016,16:00:53,637,Bread
5/11/2016,16:00:53,637,Coffee
5/11/2016,16:00:53,637,Brownie
5/11/2016,16:04:24,638,Coffee
5/11/2016,16:04:24,638,Bread
5/11/2016,16:04:24,638,Brownie
5/11/2016,16:05:47,639,Brownie
5/11/2016,16:05:47,639,Coffee
5/11/2016,16:12:04,640,Coffee
5/11/2016,16:12:04,640,Soup
5/11/2016,16:12:04,640,Brownie
5/11/2016,16:20:37,641,Fudge
5/11/2016,16:20:45,642,Bread
5/11/2016,16:20:45,642,Focaccia
5/11/2016,16:33:28,643,Bread
5/11/2016,16:33:28,643,Farm House
5/11/2016,16:33:28,643,Jam
5/11/2016,16:37:10,644,Hot chocolate
5/11/2016,16:37:10,644,Brownie
5/11/2016,16:43:30,645,Hot chocolate
5/11/2016,16:45:21,646,Coffee
5/11/2016,16:45:21,646,Brownie
5/11/2016,18:45:24,647,Medialuna
5/11/2016,18:45:24,647,Pastry
6/11/2016,9:17:36,648,Bread
6/11/2016,9:42:55,650,Coffee
6/11/2016,9:42:55,650,Pastry
6/11/2016,9:42:55,650,Bread
6/11/2016,9:56:06,651,Coffee
6/11/2016,9:56:06,651,Mineral water
6/11/2016,10:09:41,652,Pastry
6/11/2016,10:09:41,652,Bread
6/11/2016,10:09:41,652,Hot chocolate
6/11/2016,10:11:49,653,Bread
6/11/2016,10:12:09,654,Bread
6/11/2016,10:14:22,655,Jam
6/11/2016,10:14:22,655,Coffee
6/11/2016,10:14:22,655,Coffee
6/11/2016,10:14:22,655,Bread
6/11/2016,10:15:14,656,Coffee
6/11/2016,10:15:14,656,Coffee
6/11/2016,10:15:14,656,Pastry
6/11/2016,10:18:08,657,Medialuna
6/11/2016,10:18:08,657,Coffee
6/11/2016,10:18:08,657,Coffee
6/11/2016,10:18:08,657,Focaccia
6/11/2016,10:18:08,657,Hearty & Seasonal
6/11/2016,10:21:51,658,Bread
6/11/2016,10:21:51,658,Farm House
6/11/2016,10:21:51,658,Coffee
6/11/2016,10:21:51,658,Jam
6/11/2016,10:24:23,659,Farm House
6/11/2016,10:43:58,660,Coffee
6/11/2016,10:43:58,660,Tea
6/11/2016,10:43:58,660,Pastry
6/11/2016,10:43:58,660,Medialuna
6/11/2016,10:45:59,661,Pastry
6/11/2016,10:45:59,661,Medialuna
6/11/2016,10:45:59,661,Coffee
6/11/2016,10:49:53,662,Coffee
6/11/2016,10:49:53,662,Hot chocolate
6/11/2016,10:49:53,662,Basket
6/11/2016,10:49:53,662,Farm House
6/11/2016,10:54:06,663,Pastry
6/11/2016,10:54:06,663,Farm House
6/11/2016,10:56:49,664,Hot chocolate
6/11/2016,10:56:49,664,Coffee
6/11/2016,10:56:49,664,My-5 Fruit Shoot
6/11/2016,10:58:14,665,Pastry
6/11/2016,10:58:14,665,Medialuna
6/11/2016,10:58:14,665,Muffin
6/11/2016,11:02:43,666,Farm House
6/11/2016,11:06:26,667,Muffin
6/11/2016,11:06:26,667,Pastry
6/11/2016,11:06:26,667,Focaccia
6/11/2016,11:07:51,668,Coffee
6/11/2016,11:07:51,668,Tea
6/11/2016,11:09:23,669,Bread
6/11/2016,11:11:13,670,Focaccia
6/11/2016,11:14:18,671,Coffee
6/11/2016,11:14:18,671,Hot chocolate
6/11/2016,11:14:18,671,Pastry
6/11/2016,11:14:18,671,Jam
6/11/2016,11:16:02,672,Bread
6/11/2016,11:17:47,673,Coffee
6/11/2016,11:17:47,673,Pastry
6/11/2016,11:17:47,673,Bread
6/11/2016,11:19:02,674,Tea
6/11/2016,11:20:27,675,Hot chocolate
6/11/2016,11:20:27,675,Coffee
6/11/2016,11:20:27,675,Mineral water
6/11/2016,11:21:18,676,Coffee
6/11/2016,11:21:18,676,Coffee
6/11/2016,11:22:40,677,Coffee
6/11/2016,11:24:38,678,Jam
6/11/2016,11:24:38,678,Coffee
6/11/2016,11:24:38,678,Coffee
6/11/2016,11:33:18,680,Muffin
6/11/2016,11:35:49,681,Bread
6/11/2016,11:42:26,682,Bread
6/11/2016,11:43:40,683,Bread
6/11/2016,11:47:12,684,Muffin
6/11/2016,11:47:12,684,Hot chocolate
6/11/2016,11:47:12,684,Coffee
6/11/2016,11:55:10,685,Muffin
6/11/2016,11:55:10,685,Fudge
6/11/2016,11:57:28,686,Bread
6/11/2016,12:04:08,687,Bread
6/11/2016,12:07:19,688,Farm House
6/11/2016,12:11:20,689,Coffee
6/11/2016,12:11:20,689,Muffin
6/11/2016,12:19:31,690,Focaccia
6/11/2016,12:22:28,691,Bread
6/11/2016,12:22:28,691,Tea
6/11/2016,12:23:34,692,Coffee
6/11/2016,12:23:34,692,Hot chocolate
6/11/2016,12:31:44,693,Coffee
6/11/2016,12:31:44,693,Tartine
6/11/2016,12:31:44,693,Coffee
6/11/2016,12:31:44,693,Pick and Mix Bowls
6/11/2016,12:31:44,693,Jam
6/11/2016,12:38:33,695,Jam
6/11/2016,12:39:03,696,Tartine
6/11/2016,12:39:57,697,Bread
6/11/2016,12:39:57,697,Coffee
6/11/2016,12:42:42,698,Coffee
6/11/2016,12:42:42,698,Coffee
6/11/2016,12:42:42,698,Mineral water
6/11/2016,12:42:42,698,Juice
6/11/2016,12:42:42,698,Tartine
6/11/2016,12:42:42,698,Pick and Mix Bowls
6/11/2016,12:50:29,699,Bread
6/11/2016,12:50:29,699,Tea
6/11/2016,12:50:29,699,Juice
6/11/2016,12:53:15,700,Coffee
6/11/2016,12:53:15,700,Coffee
6/11/2016,12:53:15,700,Cake
6/11/2016,12:57:40,701,Farm House
6/11/2016,12:58:12,702,Farm House
6/11/2016,13:14:44,703,Cake
6/11/2016,13:14:44,703,Brownie
6/11/2016,13:14:44,703,Coffee
6/11/2016,13:14:44,703,Coffee
6/11/2016,13:28:44,704,Focaccia
6/11/2016,13:28:44,704,Coffee
6/11/2016,13:29:28,705,Tea
6/11/2016,13:29:28,705,Coffee
6/11/2016,13:29:28,705,Muffin
6/11/2016,13:31:34,706,Coffee
6/11/2016,13:45:10,707,Tea
6/11/2016,13:45:10,707,Coffee
6/11/2016,13:47:12,708,Hearty & Seasonal
6/11/2016,13:47:12,708,Cake
6/11/2016,13:47:12,708,Coffee
6/11/2016,13:50:28,709,Bread
6/11/2016,13:50:28,709,Tea
6/11/2016,13:50:28,709,Cake
6/11/2016,13:57:57,710,Mighty Protein
6/11/2016,13:57:57,710,Coffee
6/11/2016,14:00:33,711,Hot chocolate
6/11/2016,14:00:33,711,Muffin
6/11/2016,14:10:19,712,Coffee
6/11/2016,14:10:19,712,Coffee
6/11/2016,14:10:19,712,Soup
6/11/2016,14:10:19,712,Mighty Protein
6/11/2016,14:17:10,713,Jam
6/11/2016,14:37:39,714,Coffee
6/11/2016,14:37:39,714,Alfajores
6/11/2016,14:44:24,715,Cake
6/11/2016,14:44:24,715,Hot chocolate
6/11/2016,14:44:24,715,Alfajores
6/11/2016,14:50:44,716,Hot chocolate
6/11/2016,14:50:44,716,Tea
6/11/2016,14:50:44,716,Muffin
6/11/2016,14:53:44,717,Brownie
6/11/2016,14:54:24,718,Cake
6/11/2016,14:54:24,718,Coffee
6/11/2016,14:55:50,719,Victorian Sponge
6/11/2016,14:55:50,719,Alfajores
6/11/2016,14:55:50,719,Tea
6/11/2016,14:56:49,720,Bread
6/11/2016,15:04:15,721,Tartine
6/11/2016,15:04:15,721,Tea
6/11/2016,15:04:15,721,Tartine
6/11/2016,15:12:51,722,Mighty Protein
6/11/2016,15:12:51,722,Tea
6/11/2016,15:15:18,723,Bread
6/11/2016,15:15:18,723,Fudge
6/11/2016,15:32:12,724,Medialuna
6/11/2016,15:32:12,724,Tartine
6/11/2016,15:32:12,724,Coffee
6/11/2016,15:42:40,725,Pastry
6/11/2016,15:42:40,725,Bread
6/11/2016,15:44:21,726,Pastry
6/11/2016,15:44:21,726,Bread
6/11/2016,15:47:13,727,Coffee
6/11/2016,15:47:13,727,Tea
6/11/2016,15:47:13,727,Alfajores
6/11/2016,15:47:13,727,Alfajores
6/11/2016,15:50:44,728,Alfajores
6/11/2016,15:50:44,728,Alfajores
6/11/2016,15:50:44,728,Coffee
6/11/2016,15:52:34,729,Coffee
6/11/2016,15:52:34,729,Alfajores
6/11/2016,15:56:59,730,Alfajores
6/11/2016,15:56:59,730,Pastry
6/11/2016,16:11:45,732,Alfajores
6/11/2016,16:15:53,733,Pastry
6/11/2016,16:15:53,733,Tea
6/11/2016,16:15:53,733,Alfajores
6/11/2016,16:15:53,733,Hearty & Seasonal
6/11/2016,16:23:01,734,Tea
6/11/2016,16:23:01,734,Sandwich
6/11/2016,16:29:15,735,Empanadas
6/11/2016,16:29:15,735,Tea
6/11/2016,16:51:30,736,Alfajores
6/11/2016,16:51:30,736,Alfajores
6/11/2016,16:51:30,736,Tea
6/11/2016,17:15:54,737,Alfajores
6/11/2016,17:19:48,738,Pastry
6/11/2016,17:19:48,738,Dulce de Leche
7/11/2016,8:13:03,739,Coffee
7/11/2016,8:13:03,739,Pastry
7/11/2016,9:04:36,740,Farm House
7/11/2016,9:04:36,740,Coffee
7/11/2016,9:14:07,741,Bread
7/11/2016,9:14:07,741,Scandinavian
7/11/2016,9:14:07,741,Medialuna
7/11/2016,9:16:13,742,Bread
7/11/2016,9:29:14,743,Pastry
7/11/2016,9:29:14,743,Tea
7/11/2016,9:29:14,743,Alfajores
7/11/2016,9:31:03,744,Pastry
7/11/2016,9:31:03,744,Coffee
7/11/2016,9:34:03,745,Bread
7/11/2016,9:34:03,745,Pastry
7/11/2016,9:34:03,745,Muffin
7/11/2016,9:34:03,745,Farm House
7/11/2016,9:50:01,746,Medialuna
7/11/2016,9:50:01,746,Tea
7/11/2016,9:52:43,747,Alfajores
7/11/2016,9:57:09,748,Sandwich
7/11/2016,9:57:09,748,Tea
7/11/2016,10:04:23,749,Tea
7/11/2016,10:04:23,749,Bread
7/11/2016,10:14:15,750,Bread
7/11/2016,10:14:15,750,Coffee
7/11/2016,10:14:15,750,Pastry
7/11/2016,10:25:13,751,Coffee
7/11/2016,10:25:13,751,Coffee
7/11/2016,10:25:13,751,Muffin
7/11/2016,10:25:13,751,Alfajores
7/11/2016,10:25:13,751,Empanadas
7/11/2016,10:29:47,752,Coffee
7/11/2016,10:30:06,753,Bread
7/11/2016,10:34:25,754,Coffee
7/11/2016,10:40:42,755,Coffee
7/11/2016,10:43:30,756,Bread
7/11/2016,10:45:13,757,Bread
7/11/2016,10:45:13,757,Pastry
7/11/2016,10:45:13,757,Medialuna
7/11/2016,10:45:13,757,Tea
7/11/2016,10:49:31,758,Tea
7/11/2016,10:49:31,758,Bread
7/11/2016,10:57:41,759,Muffin
7/11/2016,10:59:55,760,Coffee
7/11/2016,10:59:55,760,Muffin
7/11/2016,11:00:44,761,Coffee
7/11/2016,11:00:44,761,Bread
7/11/2016,11:00:44,761,Pastry
7/11/2016,11:00:44,761,Medialuna
7/11/2016,11:06:44,762,Coffee
7/11/2016,11:06:44,762,Coffee
7/11/2016,11:06:44,762,Muffin
7/11/2016,11:14:01,763,Muffin
7/11/2016,11:14:01,763,Hot chocolate
7/11/2016,11:14:01,763,Scandinavian
7/11/2016,11:14:01,763,Bread
7/11/2016,11:17:55,764,Farm House
7/11/2016,11:22:48,765,Muffin
7/11/2016,11:24:12,766,Coffee
7/11/2016,11:28:29,767,Bread
7/11/2016,11:29:47,768,Coffee
7/11/2016,11:29:47,768,Coffee
7/11/2016,11:29:47,768,Cookies
7/11/2016,11:31:35,769,Coffee
7/11/2016,11:31:35,769,Coffee
7/11/2016,11:33:55,770,Muffin
7/11/2016,11:34:39,771,Coffee
7/11/2016,11:34:39,771,Tea
7/11/2016,11:34:39,771,Keeping It Local
7/11/2016,11:40:01,772,Coffee
7/11/2016,11:40:01,772,Medialuna
7/11/2016,11:44:36,773,Bread
7/11/2016,11:59:40,774,Tartine
7/11/2016,11:59:40,774,Scandinavian
7/11/2016,12:04:33,775,Coffee
7/11/2016,12:04:33,775,Tea
7/11/2016,12:16:19,776,Bread
7/11/2016,12:18:13,777,Coffee
7/11/2016,12:18:13,777,Coke
7/11/2016,12:19:39,778,Coffee
7/11/2016,12:19:39,778,Muffin
7/11/2016,12:37:54,779,Coffee
7/11/2016,12:37:54,779,Bread
7/11/2016,12:37:54,779,Coffee
7/11/2016,12:37:54,779,Medialuna
7/11/2016,12:37:54,779,Muffin
7/11/2016,12:37:54,779,Scandinavian
7/11/2016,12:44:18,780,Bread
7/11/2016,12:52:52,781,Coke
7/11/2016,13:00:03,782,Bread
7/11/2016,13:00:03,782,Scandinavian
7/11/2016,13:01:39,783,Coffee
7/11/2016,13:09:02,784,Bread
7/11/2016,13:12:51,785,Scandinavian
7/11/2016,13:12:51,785,Bread
7/11/2016,13:28:28,786,Fudge
7/11/2016,13:28:28,786,Fudge
7/11/2016,13:36:49,787,Soup
7/11/2016,13:36:49,787,Hearty & Seasonal
7/11/2016,13:36:49,787,Coffee
7/11/2016,13:42:36,788,Coke
7/11/2016,13:45:52,789,Coffee
7/11/2016,13:45:52,789,Cookies
7/11/2016,13:45:52,789,Tea
7/11/2016,13:57:34,790,Pastry
7/11/2016,13:57:34,790,Tea
7/11/2016,13:57:34,790,Coffee
7/11/2016,14:00:32,791,Bread
7/11/2016,14:08:35,792,Coffee
7/11/2016,14:08:35,792,Medialuna
7/11/2016,14:15:29,793,Coffee
7/11/2016,14:15:29,793,Coffee
7/11/2016,14:15:29,793,Muffin
7/11/2016,14:15:29,793,Sandwich
7/11/2016,14:15:29,793,Soup
7/11/2016,14:19:36,794,Tea
7/11/2016,14:19:36,794,Coffee
7/11/2016,14:19:36,794,Muffin
7/11/2016,14:30:37,795,Alfajores
7/11/2016,14:35:18,796,Bread
7/11/2016,14:36:10,797,Coffee
7/11/2016,14:36:10,797,Medialuna
7/11/2016,14:37:40,798,Coffee
7/11/2016,14:40:37,799,Coffee
7/11/2016,14:41:38,800,Medialuna
7/11/2016,14:54:34,802,Empanadas
7/11/2016,14:54:34,802,Bread
7/11/2016,14:54:34,802,Scandinavian
7/11/2016,15:08:12,803,Coffee
7/11/2016,15:08:12,803,Tartine
7/11/2016,15:08:55,804,Tea
7/11/2016,15:11:04,805,Scandinavian
7/11/2016,15:29:01,806,Muffin
7/11/2016,15:40:48,807,Scandinavian
7/11/2016,15:40:48,807,Bread
7/11/2016,15:55:35,808,Bread
7/11/2016,16:01:38,809,Coffee
7/11/2016,16:33:17,810,Bread
7/11/2016,16:40:12,811,Bread
7/11/2016,17:04:07,812,Coffee
7/11/2016,17:04:07,812,Coffee
7/11/2016,17:18:06,813,Cookies
7/11/2016,17:18:06,813,Scandinavian
7/11/2016,18:28:32,814,Coffee
7/11/2016,18:28:32,814,Bread
7/11/2016,18:28:32,814,Empanadas
7/11/2016,18:28:32,814,Medialuna
8/11/2016,8:17:58,815,Coffee
8/11/2016,8:17:58,815,Pastry
8/11/2016,8:37:02,816,Bread
8/11/2016,9:07:18,817,Pastry
8/11/2016,9:07:18,817,Tea
8/11/2016,9:08:37,818,Coffee
8/11/2016,9:08:37,818,Coffee
8/11/2016,9:08:37,818,Pastry
8/11/2016,9:15:49,819,Coffee
8/11/2016,9:15:49,819,Bread
8/11/2016,9:21:52,820,Coffee
8/11/2016,9:21:52,820,Keeping It Local
8/11/2016,9:23:54,821,Fudge
8/11/2016,9:47:08,822,Tartine
8/11/2016,9:47:08,822,Coffee
8/11/2016,9:47:08,822,Coffee
8/11/2016,9:55:36,824,Hot chocolate
8/11/2016,9:55:36,824,Coffee
8/11/2016,9:55:36,824,Pastry
8/11/2016,9:55:36,824,Medialuna
8/11/2016,10:07:31,825,Alfajores
8/11/2016,10:07:31,825,Coffee
8/11/2016,10:09:35,826,Coffee
8/11/2016,10:31:58,828,Coffee
8/11/2016,10:31:58,828,Coffee
8/11/2016,10:31:58,828,Medialuna
8/11/2016,10:39:29,829,Coke
8/11/2016,10:43:03,830,Coffee
8/11/2016,10:43:03,830,Coffee
8/11/2016,10:43:03,830,Alfajores
8/11/2016,10:45:21,831,Muffin
8/11/2016,10:50:47,832,Farm House
8/11/2016,10:50:47,832,Brownie
8/11/2016,10:50:47,832,Fudge
8/11/2016,10:59:58,833,Coffee
8/11/2016,10:59:58,833,Coffee
8/11/2016,11:02:32,834,Tea
8/11/2016,11:02:32,834,Muffin
8/11/2016,11:02:32,834,Farm House
8/11/2016,11:09:29,835,Coffee
8/11/2016,11:09:29,835,Pastry
8/11/2016,11:11:42,836,Pastry
8/11/2016,11:11:42,836,Brownie
8/11/2016,11:17:11,837,Medialuna
8/11/2016,11:19:09,838,Coffee
8/11/2016,11:22:27,839,Pastry
8/11/2016,11:22:27,839,Coffee
8/11/2016,11:22:27,839,Juice
8/11/2016,11:26:43,840,Coffee
8/11/2016,11:26:43,840,Bread
8/11/2016,11:33:27,841,Tea
8/11/2016,11:33:27,841,Coffee
8/11/2016,11:35:23,842,Tea
8/11/2016,11:35:23,842,Alfajores
8/11/2016,11:36:17,843,Alfajores
8/11/2016,11:36:17,843,Coffee
8/11/2016,11:47:50,844,Scandinavian
8/11/2016,12:10:13,845,Pastry
8/11/2016,12:10:13,845,Medialuna
8/11/2016,12:13:34,846,Brownie
8/11/2016,12:15:10,847,Farm House
8/11/2016,12:17:33,848,Coffee
8/11/2016,12:17:33,848,Cookies
8/11/2016,12:18:29,849,Soup
8/11/2016,12:23:11,850,Art Tray
8/11/2016,12:23:11,850,Coffee
8/11/2016,12:23:11,850,Coffee
8/11/2016,12:23:11,850,Brownie
8/11/2016,12:24:24,851,Coffee
8/11/2016,12:27:23,852,Farm House
8/11/2016,12:33:17,853,Soup
8/11/2016,12:33:17,853,Art Tray
8/11/2016,12:33:17,853,Alfajores
8/11/2016,12:33:17,853,Frittata
8/11/2016,12:34:38,854,Sandwich
8/11/2016,12:34:38,854,Coffee
8/11/2016,12:35:35,855,Tea
8/11/2016,12:40:50,856,Farm House
8/11/2016,12:48:45,857,Scandinavian
8/11/2016,12:48:45,857,Muffin
8/11/2016,13:00:04,858,Farm House
8/11/2016,13:04:05,859,Scandinavian
8/11/2016,13:16:55,860,Soup
8/11/2016,13:25:27,861,Hearty & Seasonal
8/11/2016,13:25:27,861,Tea
8/11/2016,13:25:27,861,Bread
8/11/2016,13:28:15,862,Hot chocolate
8/11/2016,13:29:47,863,Coffee
8/11/2016,13:29:47,863,Sandwich
8/11/2016,13:29:47,863,Hearty & Seasonal
8/11/2016,13:37:01,864,Brownie
8/11/2016,13:37:01,864,Hearty & Seasonal
8/11/2016,13:37:01,864,Sandwich
8/11/2016,13:37:01,864,Coffee
8/11/2016,14:01:59,865,Medialuna
8/11/2016,14:01:59,865,Coffee
8/11/2016,14:06:22,866,Coffee
8/11/2016,14:06:22,866,Brownie
8/11/2016,14:06:22,866,Soup
8/11/2016,14:16:07,867,Sandwich
8/11/2016,14:16:07,867,Sandwich
8/11/2016,14:16:07,867,Alfajores
8/11/2016,14:16:07,867,Alfajores
8/11/2016,14:16:07,867,Focaccia
8/11/2016,14:22:20,868,Farm House
8/11/2016,14:22:20,868,Tartine
8/11/2016,14:22:59,869,Bread
8/11/2016,14:26:51,870,Coffee
8/11/2016,14:28:30,871,Hot chocolate
8/11/2016,14:28:30,871,Tea
8/11/2016,14:28:30,871,Muffin
8/11/2016,14:31:31,872,Pastry
8/11/2016,14:36:39,873,Coffee
8/11/2016,14:36:39,873,Brownie
8/11/2016,14:36:39,873,Hearty & Seasonal
8/11/2016,14:36:39,873,Soup
8/11/2016,14:36:39,873,Bowl Nic Pitt
8/11/2016,14:45:38,874,Coffee
8/11/2016,14:51:53,875,Alfajores
8/11/2016,14:51:53,875,Medialuna
8/11/2016,14:51:53,875,Scandinavian
8/11/2016,14:51:53,875,Farm House
8/11/2016,14:56:14,876,Soup
8/11/2016,14:56:14,876,Coffee
8/11/2016,15:04:45,877,Tea
8/11/2016,15:04:45,877,Tea
8/11/2016,15:08:34,878,Coffee
8/11/2016,15:08:34,878,Tea
8/11/2016,15:08:34,878,Cookies
8/11/2016,15:34:42,879,Tea
8/11/2016,15:34:42,879,Muffin
8/11/2016,15:50:56,880,Coffee
8/11/2016,15:50:56,880,Coffee
8/11/2016,15:50:56,880,Brownie
8/11/2016,16:00:32,881,Coffee
8/11/2016,16:02:27,882,Coffee
8/11/2016,16:03:43,883,Coffee
8/11/2016,16:05:45,884,Farm House
8/11/2016,16:35:19,885,Coffee
8/11/2016,16:35:19,885,Bread Pudding
8/11/2016,17:01:15,886,Coffee
8/11/2016,17:01:15,886,Medialuna
8/11/2016,17:04:46,887,Hot chocolate
8/11/2016,17:10:06,888,Coffee
8/11/2016,17:10:06,888,Hot chocolate
8/11/2016,17:10:06,888,Farm House
9/11/2016,8:07:12,889,Pastry
9/11/2016,8:07:12,889,Coffee
9/11/2016,8:37:48,890,Bread
9/11/2016,9:24:38,891,Pastry
9/11/2016,9:24:38,891,Coffee
9/11/2016,9:40:29,892,Coffee
9/11/2016,9:40:29,892,Coffee
9/11/2016,10:07:40,893,Coffee
9/11/2016,10:07:40,893,Pastry
9/11/2016,10:15:09,894,Farm House
9/11/2016,10:36:01,895,Bread
9/11/2016,10:56:53,896,Coffee
9/11/2016,10:56:53,896,Hot chocolate
9/11/2016,11:00:54,897,Bread
9/11/2016,11:03:38,898,Coffee
9/11/2016,11:03:38,898,Focaccia
9/11/2016,11:03:38,898,Coffee
9/11/2016,11:03:38,898,Medialuna
9/11/2016,11:03:38,898,Bread
9/11/2016,11:12:22,899,Coffee
9/11/2016,11:15:12,900,Bread
9/11/2016,11:15:12,900,Keeping It Local
9/11/2016,11:20:01,901,Bread
9/11/2016,11:20:01,901,Coffee
9/11/2016,11:23:55,902,Bread
9/11/2016,11:28:39,903,Bread
9/11/2016,11:28:39,903,Medialuna
9/11/2016,11:31:04,904,Coffee
9/11/2016,11:32:50,905,Coffee
9/11/2016,11:32:50,905,Coffee
9/11/2016,11:32:50,905,Medialuna
9/11/2016,11:35:07,906,Coffee
9/11/2016,11:35:07,906,Cookies
9/11/2016,11:35:07,906,Tartine
9/11/2016,11:58:20,907,Tea
9/11/2016,11:58:20,907,Bread
9/11/2016,11:59:56,908,Bread
9/11/2016,11:59:56,908,Keeping It Local
9/11/2016,11:59:56,908,Coffee
9/11/2016,12:04:03,909,Coffee
9/11/2016,12:04:03,909,Medialuna
9/11/2016,12:06:35,910,Coffee
9/11/2016,12:06:35,910,Medialuna
9/11/2016,12:12:31,911,Tea
9/11/2016,12:20:42,912,Juice
9/11/2016,12:20:42,912,Coke
9/11/2016,12:20:42,912,Soup
9/11/2016,12:22:35,913,Bread
9/11/2016,12:24:49,914,Brownie
9/11/2016,12:33:07,915,Brownie
9/11/2016,12:33:07,915,Bread
9/11/2016,12:33:07,915,Coffee
9/11/2016,12:38:43,916,Coffee
9/11/2016,12:38:43,916,Pastry
9/11/2016,12:38:43,916,Bread
9/11/2016,12:38:43,916,Hearty & Seasonal
9/11/2016,12:50:36,917,Bread
9/11/2016,12:50:36,917,Coffee
9/11/2016,12:50:36,917,Brownie
9/11/2016,13:00:17,918,Coffee
9/11/2016,13:02:19,919,Bread
9/11/2016,13:02:19,919,Cookies
9/11/2016,13:07:56,920,Fudge
9/11/2016,13:07:56,920,Eggs
9/11/2016,13:15:01,921,Bread
9/11/2016,13:16:34,922,Bread
9/11/2016,13:16:34,922,Muffin
9/11/2016,13:22:17,923,Soup
9/11/2016,13:24:11,924,Coffee
9/11/2016,13:24:11,924,Bread Pudding
9/11/2016,13:44:09,925,Bread
